MSZoning,LotArea,LandContour,LotConfig,Neighborhood,BldgType,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,Foundation,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,SalePrice
RL,3684,Lvl,Inside,Blmngtn,TwnhsE,7,2007,2007,Hip,CompShg,VinylSd,VinylSd,130.0,4,PConc,1373,1373,GasA,1,1555,0,0,2,0,4,7,1,660,2,143,20,174000
RL,14572,Lvl,Corner,Gilbert,1Fam,7,2004,2004,Hip,CompShg,VinylSd,VinylSd,0.0,4,PConc,230,1530,GasA,1,1530,0,1,2,0,4,7,1,630,2,144,36,259000
RL,11796,Lvl,Inside,Gilbert,1Fam,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,847,847,GasA,1,847,1112,0,2,1,4,8,1,434,2,100,48,215000
RM,7200,Lvl,Inside,OldTown,Duplex,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,180.0,3,CBlock,0,936,GasA,1,936,0,1,1,0,3,4,0,672,2,49,0,140000
RL,7804,Lvl,Inside,SWISU,1Fam,4,1928,1950,Gable,CompShg,WdShing,Plywood,0.0,3,BrkTil,500,1122,GasA,1,1328,653,1,2,0,4,7,2,576,2,431,44,135000
RL,10712,Lvl,Inside,Mitchel,1Fam,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,0.0,3,PConc,762,974,GasA,1,974,0,0,1,0,3,5,0,0,2,0,28,93500
RM,9900,Lvl,Inside,OldTown,1Fam,6,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,1008,1008,GasW,1,1178,1032,0,2,0,2,8,0,205,0,0,48,117500
RL,9828,Lvl,Inside,SawyerW,1Fam,8,1995,1995,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,544,1128,GasA,1,1142,878,0,2,1,4,8,1,466,2,0,155,239500
RL,8773,HLS,Inside,Gilbert,1Fam,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,916,916,GasA,1,916,684,0,2,1,3,7,1,460,2,100,38,169000
RM,6180,Lvl,Corner,BrkSide,1Fam,6,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,960,960,GasA,0,986,0,0,1,0,3,5,1,180,2,0,128,102000
RL,9600,Lvl,Inside,NAmes,1Fam,6,1950,1950,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,752,1032,GasA,1,1032,220,0,1,0,3,6,0,288,2,0,0,119000
RL,6342,Lvl,Inside,Sawyer,1Fam,5,1875,1996,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,780,780,GasA,0,780,240,0,1,0,3,6,0,0,0,0,0,94000
RL,9819,Lvl,Inside,Mitchel,1Fam,6,1977,1977,Gable,CompShg,Plywood,ImStucc,0.0,3,PConc,0,1567,GasA,1,1567,0,1,2,0,4,5,2,714,2,264,32,196000
RL,8731,Lvl,Inside,BrkSide,1Fam,5,1920,1950,Gable,CompShg,Stucco,Stucco,0.0,3,BrkTil,270,915,GasA,1,1167,0,0,1,0,3,6,1,495,2,0,0,144000
RL,7350,Lvl,Corner,NAmes,1Fam,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,100,952,GasA,1,952,0,1,1,0,3,4,0,840,2,0,0,139000
RL,10304,Lvl,CulDSac,NWAmes,1Fam,5,1976,1976,Gable,CompShg,Plywood,Plywood,44.0,3,CBlock,399,780,GasA,1,1088,780,1,2,1,4,9,1,484,2,448,96,197500
RL,9965,Lvl,Inside,CollgCr,1Fam,8,2006,2007,Hip,CompShg,VinylSd,VinylSd,340.0,4,PConc,316,1466,GasA,1,1466,1362,1,3,0,4,11,1,1052,2,125,144,424870
RL,9000,Lvl,Inside,Sawyer,1Fam,5,1959,1959,Gable,CompShg,Wd Sdng,Plywood,0.0,3,CBlock,718,1006,GasA,1,1006,0,0,1,0,3,5,0,0,2,0,24,80000
RL,12180,Lvl,Inside,Edwards,2fmCon,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,BrkTil,324,672,Grav,0,672,252,1,1,0,2,5,0,280,2,0,0,80000
RM,6240,Lvl,Inside,BrkSide,1Fam,5,1928,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,BrkTil,1042,1042,GasA,1,1042,534,0,1,0,3,8,1,225,2,0,0,149000
RL,11200,Lvl,Inside,SawyerW,1Fam,6,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,85.0,4,CBlock,40,1298,GasA,1,1298,0,1,2,0,4,5,1,403,2,165,26,180000
RL,12000,Bnk,Inside,Crawfor,1Fam,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,429,704,GasA,1,860,704,0,1,1,2,7,1,234,2,0,0,174500
RM,5700,Lvl,Inside,OldTown,1Fam,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,PConc,572,572,GasA,1,572,539,0,1,0,3,5,1,288,2,0,0,116900
RM,9000,Lvl,Inside,OldTown,1Fam,7,1920,1988,Hip,CompShg,VinylSd,VinylSd,0.0,3,PConc,26,650,GasA,1,832,650,0,1,0,3,7,0,324,2,0,0,143000
RL,8280,Lvl,Inside,NAmes,1Fam,6,1950,1950,Gable,CompShg,BrkFace,BrkFace,0.0,3,CBlock,932,932,GasA,1,932,0,0,1,0,4,4,1,306,2,0,0,124000
RL,17755,Lvl,Inside,Edwards,1Fam,5,1959,1959,Gable,CompShg,HdBoard,Plywood,132.0,3,CBlock,1290,1466,GasA,1,1466,0,0,1,1,2,6,2,528,2,0,140,149900
RL,14115,Lvl,Inside,Crawfor,1Fam,6,1956,2004,Gable,CompShg,Stone,Stone,0.0,3,PConc,230,1073,GasA,1,1811,0,0,1,0,5,6,1,470,2,0,0,230000
RM,5890,Lvl,Corner,IDOTRR,1Fam,6,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,BrkTil,278,816,GasA,1,816,0,0,1,0,3,5,0,432,2,0,0,120500
RL,13700,Lvl,Inside,NAmes,1Fam,7,1965,1988,Gable,CompShg,VinylSd,VinylSd,288.0,3,CBlock,410,864,GasA,1,902,918,0,1,2,4,8,2,492,2,60,84,201800
RL,10768,Lvl,Corner,Veenker,1Fam,5,1976,2004,Gable,CompShg,Plywood,Plywood,0.0,4,CBlock,280,1437,GasA,1,1437,0,1,2,0,4,6,1,528,2,0,21,218000
RL,9350,Lvl,Inside,NAmes,1Fam,5,1965,1999,Gable,CompShg,BrkFace,BrkFace,0.0,3,PConc,586,1219,GasA,1,1265,0,0,2,0,4,6,1,502,2,0,92,179900
RL,5001,Lvl,Inside,NridgHt,Twnhs,7,2007,2008,Gable,CompShg,VinylSd,VinylSd,166.0,4,PConc,410,1314,GasA,1,1314,0,1,2,0,4,6,1,626,2,172,62,230000
RL,11932,Lvl,FR2,Somerst,1Fam,8,2007,2008,Gable,CompShg,VinylSd,VinylSd,186.0,4,PConc,1580,1580,GasA,1,1580,0,0,2,0,4,7,0,830,2,0,24,235128
RL,9120,Lvl,Inside,NWAmes,1Fam,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,270.0,4,CBlock,459,901,GasA,1,943,933,0,2,1,4,8,1,540,2,0,69,185000
RL,2280,Lvl,Inside,NPkVill,Twnhs,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,0.0,3,CBlock,544,855,GasA,1,855,601,0,2,1,3,7,1,440,2,26,0,146000
RL,14778,Low,CulDSac,Crawfor,1Fam,6,1954,2006,Hip,CompShg,HdBoard,HdBoard,72.0,4,CBlock,568,1296,GasA,1,1640,0,1,1,0,4,7,1,924,2,108,0,224000
RL,8724,Lvl,Inside,Sawyer,1Fam,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,402,894,GasA,1,894,0,0,1,0,3,5,1,450,2,0,0,129000
RL,12900,Lvl,Inside,Sawyer,Duplex,4,1969,1969,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,0,1198,GasA,1,1258,0,2,0,2,3,6,0,400,2,120,0,108959
RL,16157,Lvl,FR2,Veenker,1Fam,5,1978,1978,Gable,CompShg,Plywood,Plywood,0.0,3,PConc,289,1360,GasA,1,1432,0,1,1,1,4,5,1,588,2,168,180,194000
RL,9541,Lvl,Inside,NridgHt,1Fam,7,2009,2009,Gable,CompShg,VinylSd,VinylSd,268.0,4,PConc,1502,1502,GasA,1,1502,0,0,2,0,4,7,0,644,2,0,114,233170
RL,10475,Lvl,Corner,CollgCr,1Fam,8,2008,2008,Gable,CompShg,VinylSd,VinylSd,72.0,4,PConc,1694,1694,GasA,1,1694,0,0,2,0,4,7,0,776,2,160,33,245350
RL,10852,Lvl,Inside,Gilbert,1Fam,6,2000,2000,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,173,959,GasA,1,959,712,1,2,1,3,7,1,472,2,0,38,173000
RL,13728,Lvl,Corner,Edwards,1Fam,6,1935,1986,Hip,CompShg,Stucco,Stucco,0.0,3,CBlock,501,1127,GasA,1,1236,872,0,2,0,4,7,2,540,2,0,0,235000
RL,35760,Lvl,CulDSac,NoRidge,1Fam,10,1995,1996,Hip,CompShg,HdBoard,HdBoard,1378.0,4,PConc,543,1930,GasA,1,1831,1796,1,3,1,4,10,1,807,2,361,76,625000
RL,9880,Lvl,Inside,Mitchel,1Fam,6,1977,1977,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,574,1096,GasA,1,1118,0,1,1,0,3,6,1,358,2,203,0,171000
RL,9120,Lvl,Inside,NAmes,1Fam,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,0.0,3,CBlock,599,1261,GasA,1,1261,0,1,1,0,3,6,1,433,2,0,0,163000
FV,4017,Lvl,Inside,Somerst,TwnhsE,7,2006,2007,Gable,CompShg,MetalSd,MetalSd,0.0,4,PConc,625,625,GasA,1,625,625,0,2,1,4,5,0,625,2,0,54,171900
RL,18030,Bnk,Inside,ClearCr,1Fam,5,1946,1994,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,977,1598,GasA,1,1636,971,0,3,0,5,12,1,0,2,122,0,200500
RL,16560,Lvl,Inside,Crawfor,1Fam,6,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,449,952,GasA,1,1170,1175,0,2,1,3,9,1,360,2,0,0,239000
RL,10678,Lvl,Inside,NoRidge,1Fam,8,1992,2000,Hip,CompShg,HdBoard,HdBoard,337.0,4,PConc,983,1683,GasA,1,2129,743,0,2,1,4,9,1,541,2,0,33,285000
RL,6951,Lvl,CulDSac,Mitchel,1Fam,5,1984,1985,Gable,CompShg,HdBoard,Plywood,0.0,3,CBlock,218,876,GasA,1,923,0,1,1,0,3,5,0,264,2,362,0,119500
RM,3950,Bnk,Inside,OldTown,1Fam,6,1926,2004,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,350,818,GasA,1,818,406,0,1,0,3,5,0,210,0,0,0,115000
RL,7681,Lvl,FR2,Crawfor,1Fam,5,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,731,731,GasA,1,820,523,0,1,1,3,7,1,186,2,192,0,154900
RL,8335,Lvl,Corner,Edwards,1Fam,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,Slab,0,0,GasA,1,1124,0,0,1,0,3,5,1,0,0,0,36,93000
RL,11170,Lvl,Corner,Timber,1Fam,7,1990,1991,Gable,CompShg,MetalSd,MetalSd,0.0,3,Wood,0,1216,GasA,1,1298,1216,0,2,1,3,8,0,693,2,0,0,250000
RM,5587,HLS,Inside,Crawfor,TwnhsE,8,2008,2008,Hip,CompShg,CemntBd,CmentBd,186.0,5,PConc,120,1600,GasA,1,1652,0,1,2,0,4,5,1,482,2,162,53,392500
RL,15623,Lvl,Corner,NoRidge,1Fam,10,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,0.0,4,PConc,300,2396,GasA,1,2411,2065,1,3,1,5,10,2,813,2,171,78,745000
RL,10800,Lvl,Inside,OldTown,1Fam,5,1920,1950,Hip,CompShg,Stucco,Stucco,0.0,3,BrkTil,299,1120,GasA,1,1130,0,1,1,0,3,5,1,720,2,229,0,120000
RL,35133,Lvl,Inside,Timber,1Fam,5,1963,1963,Hip,CompShg,MetalSd,MetalSd,226.0,3,CBlock,413,1572,GasA,1,1572,0,1,1,1,3,5,2,995,2,0,263,186700
RL,9738,Lvl,Inside,Edwards,1Fam,5,1924,1950,Gable,CompShg,AsbShng,AsbShng,0.0,3,BrkTil,392,784,GasA,1,949,272,1,1,0,3,7,0,392,2,0,0,104900
RL,10615,Bnk,Corner,OldTown,2fmCon,3,1900,1970,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,538,978,GasA,1,1014,685,1,2,0,3,7,0,420,2,0,74,95000
RL,12461,Lvl,Corner,NoRidge,1Fam,8,1994,1995,Gable,CompShg,ImStucc,ImStucc,0.0,4,PConc,168,1624,GasA,1,1624,0,1,2,0,4,5,1,757,2,0,114,262000
RL,8935,Lvl,Inside,CollgCr,1Fam,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,95.0,4,PConc,831,831,GasA,1,831,829,0,2,1,4,7,0,493,2,144,68,195000
RL,7500,Lvl,Inside,Gilbert,1Fam,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,994,994,GasA,1,1028,776,0,2,1,4,7,1,442,2,140,60,189000
RL,32463,Low,Inside,Mitchel,2fmCon,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,149.0,3,CBlock,90,1249,GasA,1,1622,0,1,1,0,3,7,1,1356,2,439,0,168000
FV,2645,Lvl,Inside,Somerst,Twnhs,8,1999,2000,Gable,CompShg,MetalSd,MetalSd,456.0,4,PConc,776,776,GasA,1,764,677,0,2,1,4,5,0,492,2,206,0,174000
RM,9600,Lvl,Inside,OldTown,1Fam,5,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,0.0,3,PConc,702,702,GasA,1,842,630,0,1,0,4,6,0,250,1,0,0,125000
RM,4500,Lvl,FR2,Mitchel,TwnhsE,6,1999,1999,Hip,CompShg,VinylSd,VinylSd,425.0,3,PConc,341,1224,GasA,1,1224,0,1,2,0,3,5,0,402,2,0,304,165000
RL,9364,Lvl,Corner,Sawyer,1Fam,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,143.0,3,CBlock,292,663,GasA,1,663,689,0,1,1,3,7,0,299,2,379,36,158000
RL,8029,Lvl,Inside,Gilbert,1Fam,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,728,728,GasA,1,728,728,0,2,1,4,8,0,400,2,100,24,176000
RL,14054,Lvl,Inside,Gilbert,1Fam,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,879,879,GasA,1,879,984,0,2,1,4,9,1,660,2,100,17,219210
RM,8850,Bnk,Corner,OldTown,1Fam,7,1916,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,BrkTil,815,815,GasA,1,815,875,0,1,0,3,7,1,225,2,0,0,144000
RL,9100,Lvl,Inside,CollgCr,1Fam,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1212,1212,GasA,1,1212,0,0,2,0,4,6,0,573,2,356,0,178000
RL,11235,Lvl,Inside,Sawyer,1Fam,4,1963,1979,Gable,CompShg,HdBoard,HdBoard,51.0,3,CBlock,504,1051,GasA,1,1382,0,0,1,1,3,6,1,459,2,0,82,148000
RL,9353,Lvl,Inside,NAmes,1Fam,4,1970,1970,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,864,864,GasA,1,864,0,0,1,0,3,5,0,280,2,0,0,116050
RL,10400,Lvl,Corner,CollgCr,1Fam,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,866,866,GasA,1,866,913,0,2,1,4,6,0,546,2,198,36,197900
RM,6000,Lvl,Corner,BrkSide,1Fam,5,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,884,884,GasA,1,884,464,1,1,0,3,5,1,216,0,0,0,117000
RL,9750,Lvl,Inside,CollgCr,1Fam,7,2000,2001,Gable,CompShg,VinylSd,VinylSd,171.0,4,PConc,1630,1630,GasA,1,1630,0,0,2,0,4,6,1,451,2,74,234,213000
RL,10140,Lvl,Inside,NWAmes,1Fam,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,268,1056,GasA,1,1074,0,1,1,1,3,6,0,495,2,0,88,153500
RL,14684,Lvl,CulDSac,SawyerW,1Fam,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,234.0,4,CBlock,1496,2158,GasA,1,2196,0,0,2,0,4,7,1,701,2,84,70,271900
RH,8900,Lvl,Inside,SawyerW,1Fam,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,0,1056,GasA,1,1056,0,1,1,0,3,5,0,384,2,0,42,107000
RL,9135,Lvl,Inside,CollgCr,1Fam,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,120.0,4,PConc,1342,1682,GasA,1,1700,0,1,2,0,4,7,0,544,2,192,23,200000
RL,7763,Lvl,Inside,NAmes,1Fam,5,1962,1980,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,319,931,GasA,1,1283,0,1,1,0,3,6,0,506,2,0,0,140000
RL,10182,Lvl,CulDSac,Somerst,1Fam,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,420.0,4,PConc,440,1660,GasA,1,1660,0,1,2,0,4,8,1,500,2,322,50,290000
RL,11218,Lvl,Inside,SawyerW,1Fam,6,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,PConc,1055,1055,GasA,1,1055,790,0,2,1,4,8,1,462,2,635,104,189000
RL,12134,Bnk,Inside,Gilbert,1Fam,8,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,Wood,132,559,GasA,1,1080,672,0,2,0,3,8,0,492,2,325,12,164000
RL,9340,Lvl,Inside,Edwards,1Fam,4,1941,1950,Hip,CompShg,MetalSd,MetalSd,0.0,3,CBlock,328,672,GasA,1,672,0,1,1,0,3,4,0,234,0,0,113,113000
RL,10246,Lvl,CulDSac,Sawyer,1Fam,4,1965,2001,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,0,648,GasA,1,960,0,1,0,0,3,3,0,364,2,88,0,145000
RL,10205,Lvl,Inside,NAmes,1Fam,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,141,925,GasA,1,999,0,1,1,0,3,6,0,300,2,150,72,134500
RL,7094,Lvl,Inside,Sawyer,1Fam,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,340,894,GasA,1,894,0,0,1,0,3,5,0,384,2,0,0,125000
RM,8930,Lvl,Inside,Sawyer,Duplex,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,0.0,3,Slab,0,0,GasA,1,1318,584,0,2,0,3,8,0,539,2,0,0,112000
FV,8640,Lvl,Inside,Somerst,1Fam,8,2009,2009,Gable,CompShg,CemntBd,CmentBd,72.0,4,PConc,364,1300,GasA,1,1314,0,1,2,0,4,6,0,552,2,135,112,229456
RM,6240,Lvl,Inside,BrkSide,1Fam,4,1947,1950,Gable,CompShg,AsbShng,AsbShng,0.0,3,Slab,0,0,GasA,0,672,240,0,1,0,3,3,0,0,0,0,0,80500
RM,1680,Lvl,Inside,BrDale,Twnhs,6,1971,1971,Gable,CompShg,CemntBd,CmentBd,236.0,3,CBlock,672,672,GasA,1,672,546,0,1,1,3,7,0,0,0,201,0,91500
RL,7800,Lvl,Inside,NAmes,1Fam,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,0,912,GasA,1,912,0,0,1,0,3,5,0,288,2,0,0,115000
RL,8250,Lvl,Inside,Sawyer,1Fam,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,0.0,3,CBlock,210,952,GasA,1,1211,0,0,1,0,3,5,1,322,2,0,63,134000
RL,10496,Lvl,Inside,NAmes,1Fam,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,320.0,3,CBlock,844,1040,GasA,1,1168,678,0,2,0,3,7,1,315,2,0,0,143000
RL,10680,Lvl,Inside,NAmes,1Fam,5,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,44.0,3,CBlock,1380,2136,GasA,0,2136,0,0,2,0,3,7,0,528,2,0,30,137900
RL,15384,Lvl,Inside,Gilbert,1Fam,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,64,788,GasA,1,788,702,1,2,1,4,8,1,388,2,100,75,184000
RL,10482,Lvl,Inside,NAmes,1Fam,6,1958,1958,Hip,CompShg,VinylSd,VinylSd,63.0,3,CBlock,81,588,GasA,1,1138,0,0,1,0,3,6,0,264,2,224,0,145000
RL,14598,Lvl,CulDSac,Somerst,1Fam,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,74.0,4,PConc,894,894,GasA,1,894,1039,0,2,1,4,9,1,668,2,100,18,214000
RL,8872,Lvl,Corner,NAmes,1Fam,5,1965,2008,Gable,CompShg,VinylSd,VinylSd,300.0,3,CBlock,317,912,GasA,1,912,0,1,1,0,4,5,0,576,2,0,240,147000
RL,8769,Lvl,Corner,NridgHt,TwnhsE,9,2008,2008,Hip,CompShg,MetalSd,MetalSd,766.0,5,PConc,162,1702,GasA,1,1702,0,1,1,1,5,7,1,1052,2,0,72,367294
RL,7910,Lvl,Inside,NAmes,1Fam,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,0.0,3,CBlock,409,1075,GasA,1,1507,0,0,2,0,3,7,0,404,2,0,0,127000
RL,18890,Lvl,Inside,Sawyer,Duplex,5,1977,1977,Shed,CompShg,Plywood,Plywood,1.0,3,CBlock,652,1361,GasA,1,1361,1259,0,2,2,3,12,1,600,0,155,24,190000
RL,7728,Lvl,Inside,NAmes,Duplex,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,120.0,3,CBlock,303,1106,GasA,1,1190,0,1,1,0,3,6,0,540,2,0,18,132500
RL,9842,Lvl,FR2,NAmes,Duplex,4,1962,1962,Gable,CompShg,HdBoard,HdBoard,0.0,3,Slab,0,0,GasA,1,1224,0,0,2,0,3,6,0,462,2,0,0,101800
RL,12160,Lvl,Inside,NAmes,1Fam,5,1959,1959,Hip,CompShg,Plywood,Plywood,180.0,3,CBlock,188,1188,GasA,1,1188,0,1,1,0,3,6,0,531,2,0,0,142000
RH,8525,Bnk,Inside,SWISU,1Fam,5,1911,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,PConc,940,940,GasA,0,1024,940,0,1,1,3,7,0,0,0,0,192,130000
RL,13132,Lvl,Inside,Crawfor,1Fam,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,747,747,GasA,1,892,892,0,1,1,3,9,0,180,0,203,40,138887
RL,2628,Lvl,Inside,NridgHt,Twnhs,7,2003,2003,Gable,CompShg,VinylSd,Wd Shng,106.0,4,PConc,764,764,GasA,1,764,862,0,2,1,4,6,0,474,2,0,27,175500
RL,12393,Lvl,FR2,CollgCr,1Fam,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,847,847,GasA,1,847,1101,0,2,1,4,8,1,434,2,100,48,195000
RL,13072,Lvl,Inside,SawyerW,1Fam,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1141,1141,GasA,1,1141,0,0,1,1,3,6,0,484,2,0,0,142500
RL,9037,HLS,Inside,Timber,1Fam,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,32.0,4,PConc,1048,1476,GasA,1,1484,0,0,2,0,5,6,1,472,2,120,33,265900
RL,8158,Lvl,Inside,CollgCr,1Fam,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,252.0,4,PConc,334,884,GasA,1,884,884,1,2,1,4,8,0,543,2,0,63,224900
RL,9849,Lvl,Inside,Somerst,1Fam,7,2007,2007,Hip,CompShg,VinylSd,VinylSd,0.0,4,PConc,1689,1689,GasA,1,1689,0,0,2,0,4,7,0,954,2,0,56,248328
RL,10625,Lvl,Inside,NWAmes,1Fam,7,1974,1974,Gable,CompShg,Plywood,Plywood,81.0,3,CBlock,0,1053,GasA,1,1173,0,1,2,0,4,6,2,528,2,0,120,170000
RL,11435,HLS,Corner,Crawfor,1Fam,8,1929,1950,Gable,CompShg,BrkFace,Stucco,0.0,3,PConc,792,792,GasA,1,792,725,0,1,0,4,7,2,400,2,0,0,230000
RL,12090,Lvl,Inside,NWAmes,1Fam,6,1984,2003,Hip,CompShg,VinylSd,VinylSd,74.0,3,CBlock,585,585,GasA,1,1140,728,0,3,1,3,7,1,477,2,268,112,178000
FV,8125,Lvl,Inside,Somerst,1Fam,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,756,756,GasA,1,756,797,0,2,1,4,6,0,615,2,0,45,186500
RL,12328,Lvl,Inside,Mitchel,1Fam,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,335.0,3,CBlock,473,1012,GasA,1,1034,0,1,1,0,3,6,0,888,2,0,0,169900
RM,9600,Lvl,Inside,OldTown,1Fam,6,1917,1950,Gable,CompShg,AsbShng,AsbShng,0.0,3,BrkTil,416,735,OthW,0,1134,924,0,1,1,3,8,1,396,1,0,0,129500
RL,7200,Lvl,Inside,NAmes,1Fam,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,246,876,GasA,1,988,0,0,1,0,3,6,0,276,2,0,80,119000
RL,11160,Lvl,Corner,NAmes,1Fam,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,0.0,4,CBlock,1045,2110,GasA,1,2110,0,1,2,1,5,8,2,522,2,0,0,244000
RL,3136,Lvl,Corner,NridgHt,TwnhsE,7,2003,2003,Gable,CompShg,VinylSd,Wd Shng,163.0,4,PConc,1405,1405,GasA,1,1405,0,0,2,0,4,6,1,478,2,148,36,171750
RL,9858,Lvl,Inside,Mitchel,1Fam,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,354,864,GasA,1,874,0,1,1,0,3,5,0,288,2,33,0,130000
RL,17542,Lvl,Inside,Veenker,1Fam,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,CBlock,36,1192,GasA,1,1516,651,1,2,1,4,9,2,518,2,220,47,294000
RL,6931,Lvl,Inside,Edwards,1Fam,7,2003,2004,Gable,CompShg,VinylSd,VinylSd,92.0,4,PConc,746,746,GasA,1,760,896,0,2,1,4,7,1,397,2,178,128,165400
RM,6240,Lvl,Inside,BrkSide,1Fam,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,459,884,GasA,1,959,408,0,1,0,3,6,1,560,2,0,0,127500
RL,14303,Lvl,Corner,NoRidge,1Fam,8,1994,1994,Hip,CompShg,HdBoard,HdBoard,554.0,4,PConc,672,1986,GasA,1,1987,0,1,2,0,4,7,1,691,2,262,36,301500
RL,4060,Lvl,Corner,Edwards,1Fam,5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,PConc,864,864,GasA,1,864,0,0,1,0,3,4,0,0,2,0,96,99900
RL,9587,Lvl,Inside,Gilbert,1Fam,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,182.0,4,PConc,201,856,GasA,1,1166,0,1,2,0,4,5,0,400,2,212,0,190000
